,pcm_intensity_sma_max,1.8979357e-08
753,mfcc_sma_de[12]_quartile1,-1.2145226
719,mfcc_sma_de[10]_iqr2-3,1.2842357
181,mfcc_sma[8]_skewness,-1.0085648
811,lspFreq_sma_de[2]_quartile2,0.00020815134
672,mfcc_sma_de[8]_linregerrA,1.6661178
626,mfcc_sma_de[6]_max,8.184137
870,lspFreq_sma_de[5]_iqr1-2,0.008076578
873,lspFreq_sma_de[6]_max,0.07789753
869,lspFreq_sma_de[5]_quartile3,0.0075595323
880,lspFreq_sma_de[6]_linregc2,-0.0007896794
88,mfcc_sma[3]_quartile1,2.1831126
182,mfcc_sma[8]_kurtosis,5.215932
103,mfcc_sma[4]_linregerrQ,84.34279
206,mfcc_sma[9]_iqr2-3,5.3803077
557,mfcc_sma_de[2]_linregc2,-0.04507874
861,lspFreq_sma_de[5]_linregc2,-0.0009312323
244,mfcc_sma[11]_iqr2-3,5.449825
522,pcm_loudness_sma_de_stddev,0.010188558
816,lspFreq_sma_de[3]_max,0.070757195
623,mfcc_sma_de[5]_iqr1-2,1.40492
615,mfcc_sma_de[5]_linregerrA,1.9245368
946,voiceProb_sma_de_iqr1-2,0.01845114
637,mfcc_sma_de[6]_skewness,-0.3307132
908,lspFreq_sma_de[7]_iqr1-2,0.0050060158
756,mfcc_sma_de[12]_iqr1-2,1.2474258
219,mfcc_sma[10]_skewness,0.4154518
797,lspFreq_sma_de[2]_max,0.075012445
618,mfcc_sma_de[5]_skewness,-0.37038982
925,pcm_zcr_sma_de_quartile2,0.000120882134
901,lspFreq_sma_de[7]_linregerrQ,0.00040269882
655,mfcc_sma_de[7]_stddev,2.4516895
702,mfcc_sma_de[10]_max,8.115845
835,lspFreq_sma_de[4]_max,0.08494796
792,lspFreq_sma_de[1]_quartile2,0.0011393011
678,mfcc_sma_de[8]_quartile2,-0.03909149
879,lspFreq_sma_de[6]_linregc1,1.5543771e-06
882,lspFreq_sma_de[6]_linregerrQ,0.00040529115
815,lspFreq_sma_de[2]_iqr1-3,0.015265748
575,mfcc_sma_de[3]_linregc1,-0.0001079285
843,lspFreq_sma_de[4]_linregerrA,0.015889773
595,mfcc_sma_de[4]_linregc2,0.061872955
759,lspFreq_sma_de[0]_max,0.14367758
576,mfcc_sma_de[3]_linregc2,0.056246027
692,mfcc_sma_de[9]_linregerrQ,5.2059383
218,mfcc_sma[10]_stddev,8.804405
828,lspFreq_sma_de[3]_kurtosis,7.002365
724,mfcc_sma_de[11]_maxPos,227.0
412,lspFreq_sma[7]_quartile2,2.7608292
691,mfcc_sma_de[9]_linregerrA,1.7408446
812,lspFreq_sma_de[2]_quartile3,0.008515373
387,lspFreq_sma[6]_linregerrA,0.10707323
730,mfcc_sma_de[11]_linregerrQ,5.2254453
800,lspFreq_sma_de[2]_maxPos,149.0
168,mfcc_sma[7]_iqr2-3,6.522547
614,mfcc_sma_de[5]_linregc2,-0.09665298
617,mfcc_sma_de[5]_stddev,2.6093209
525,pcm_loudness_sma_de_quartile1,-0.0038758735
786,lspFreq_sma_de[1]_linregerrA,0.016993074
709,mfcc_sma_de[10]_linregc2,0.013246455
246,mfcc_sma[12]_max,23.799902
832,lspFreq_sma_de[3]_iqr1-2,0.009016341
770,lspFreq_sma_de[0]_skewness,0.83679205
911,pcm_zcr_sma_de_max,0.0673013
228,mfcc_sma[11]_min,-37.442425
604,mfcc_sma_de[4]_iqr1-2,1.2288393
636,mfcc_sma_de[6]_stddev,2.3128107
683,mfcc_sma_de[9]_max,8.657069
31,pcm_loudness_sma_quartile1,0.03923605
949,F0_sma_de_max,119.95925
713,mfcc_sma_de[10]_skewness,0.24924278
716,mfcc_sma_de[10]_quartile2,-0.07207699
234,mfcc_sma[11]_linregc2,-9.631249
673,mfcc_sma_de[8]_linregerrQ,4.622385
57,mfcc_sma[2]_min,-26.772575
737,mfcc_sma_de[11]_iqr1-2,1.3709013
721,mfcc_sma_de[11]_max,8.240588
769,lspFreq_sma_de[0]_stddev,0.024449276
654,mfcc_sma_de[7]_linregerrQ,6.0092773
847,lspFreq_sma_de[4]_kurtosis,5.7724795
898,lspFreq_sma_de[7]_linregc1,8.214744e-07
112,mfcc_sma[4]_iqr1-3,11.832257
735,mfcc_sma_de[11]_quartile2,0.0018806458
253,mfcc_sma[12]_linregc2,0.79217535
385,lspFreq_sma[6]_linregc1,-0.00014420995
263,mfcc_sma[12]_iqr2-3,5.330188
221,mfcc_sma[10]_quartile1,-10.925652
393,lspFreq_sma[6]_quartile2,2.3652513
664,mfcc_sma_de[8]_max,8.45054
5,pcm_intensity_sma_linregc1,-2.2286162e-13
848,lspFreq_sma_de[4]_quartile1,-0.007787925
860,lspFreq_sma_de[5]_linregc1,1.7924473e-06
635,mfcc_sma_de[6]_linregerrQ,5.348272
810,lspFreq_sma_de[2]_quartile1,-0.006750375
710,mfcc_sma_de[10]_linregerrA,1.5746297
227,mfcc_sma[11]_max,19.77991
8,pcm_intensity_sma_linregerrQ,4.6017505e-18
87,mfcc_sma[3]_kurtosis,5.0842614
12,pcm_intensity_sma_quartile1,3.2197245e-11
939,voiceProb_sma_de_linregerrQ,0.0010848294
749,mfcc_sma_de[12]_linregerrQ,4.0678706
712,mfcc_sma_de[10]_stddev,2.038578
556,mfcc_sma_de[2]_linregc1,7.59499e-05
132,mfcc_sma[6]_max,35.85174
374,lspFreq_sma[5]_quartile2,1.9867
83,mfcc_sma[3]_linregerrA,6.919105
126,mfcc_sma[5]_quartile1,-19.359318
824,lspFreq_sma_de[3]_linregerrA,0.013109335
7,pcm_intensity_sma_linregerrA,1.1048935e-09
69,mfcc_sma[2]_quartile1,2.5456743
35,pcm_loudness_sma_iqr2-3,0.033273816
511,pcm_intensity_sma_de_iqr1-3,3.2255663e-11
240,mfcc_sma[11]_quartile1,-10.731989
597,mfcc_sma_de[4]_linregerrQ,3.4140954
398,lspFreq_sma[7]_max,2.8282096
711,mfcc_sma_de[10]_linregerrQ,4.1556697
265,lspFreq_sma[0]_max,0.73372436
521,pcm_loudness_sma_de_linregerrQ,0.00010379478
531,mfcc_sma_de[1]_max,11.65486
64,mfcc_sma[2]_linregerrA,8.012721
740,mfcc_sma_de[12]_max,7.691812
715,mfcc_sma_de[10]_quartile1,-1.2623541
391,lspFreq_sma[6]_kurtosis,2.2804089
26,pcm_loudness_sma_linregerrA,0.034821562
512,pcm_loudness_sma_de_max,0.050680887
368,lspFreq_sma[5]_linregerrA,0.08838842
727,mfcc_sma_de[11]_linregc1,-0.000104529274
799,lspFreq_sma_de[2]_range,0.18847498
528,pcm_loudness_sma_de_iqr1-2,0.0037706415
196,mfcc_sma[9]_linregc2,7.4272723
607,mfcc_sma_de[5]_max,8.893512
215,mfcc_sma[10]_linregc2,-2.0386949
303,lspFreq_sma[2]_max,1.1662179
417,pcm_zcr_sma_max,0.3019039
867,lspFreq_sma_de[5]_quartile1,-0.0068764626
149,mfcc_sma[6]_iqr2-3,6.464497
510,pcm_intensity_sma_de_iqr2-3,1.5505996e-11
658,mfcc_sma_de[7]_quartile1,-1.3192935
507,pcm_intensity_sma_de_quartile2,-2.670951e-13
81,mfcc_sma[3]_linregc1,-0.0004299468
72,mfcc_sma[2]_iqr1-2,7.1755705
24,pcm_loudness_sma_linregc1,-2.4866026e-06
396,lspFreq_sma[6]_iqr2-3,0.06639886
781,lspFreq_sma_de[1]_maxPos,705.0
791,lspFreq_sma_de[1]_quartile1,-0.01011017
343,lspFreq_sma[4]_range,0.7362006
415,lspFreq_sma[7]_iqr2-3,0.027308702
822,lspFreq_sma_de[3]_linregc1,2.2069341e-06
601,mfcc_sma_de[4]_quartile1,-1.1548153
344,lspFreq_sma[4]_maxPos,56.0
366,lspFreq_sma[5]_linregc1,-0.00014671714
298,lspFreq_sma[1]_quartile2,0.6728878
728,mfcc_sma_de[11]_linregc2,0.046511337
62,mfcc_sma[2]_linregc1,-0.001217711
530,pcm_loudness_sma_de_iqr1-3,0.008034942
355,lspFreq_sma[4]_quartile2,1.6287352
729,mfcc_sma_de[11]_linregerrA,1.7548906
767,lspFreq_sma_de[0]_linregerrA,0.015812628
405,lspFreq_sma[7]_linregc2,2.7611988
131,mfcc_sma[5]_iqr1-3,27.458908
922,pcm_zcr_sma_de_skewness,0.288892
10,pcm_intensity_sma_skewness,4.5505114
582,mfcc_sma_de[3]_quartile1,-0.9689647
842,lspFreq_sma_de[4]_linregc2,-0.0011501855
68,mfcc_sma[2]_kurtosis,3.798408
921,pcm_zcr_sma_de_stddev,0.011321005
53,mfcc_sma[1]_iqr1-2,6.031335
360,lspFreq_sma[5]_max,2.1662936
379,lspFreq_sma[6]_max,2.485524
805,lspFreq_sma_de[2]_linregerrA,0.013151456
784,lspFreq_sma_de[1]_linregc1,1.9423137e-06
388,lspFreq_sma[6]_linregerrQ,0.015362924
284,lspFreq_sma[1]_max,0.8937437
919,pcm_zcr_sma_de_linregerrA,0.005915087
780,lspFreq_sma_de[1]_range,0.20326999
785,lspFreq_sma_de[1]_linregc2,-0.0010286932
324,lspFreq_sma[3]_range,0.52111596
823,lspFreq_sma_de[3]_linregc2,-0.0011024502
56,mfcc_sma[2]_max,43.029663
389,lspFreq_sma[6]_stddev,0.13068548
372,lspFreq_sma[5]_kurtosis,3.0151043
28,pcm_loudness_sma_stddev,0.046651486
317,lspFreq_sma[2]_quartile2,1.0309981
183,mfcc_sma[8]_quartile1,9.587519
349,lspFreq_sma[4]_linregerrA,0.13965146
91,mfcc_sma[3]_iqr1-2,4.148635
27,pcm_loudness_sma_linregerrQ,0.002175851
336,lspFreq_sma[3]_quartile2,1.2681221
75,mfcc_sma[3]_max,46.84467
84,mfcc_sma[3]_linregerrQ,89.27759
330,lspFreq_sma[3]_linregerrA,0.10625411
790,lspFreq_sma_de[1]_kurtosis,5.6726375
279,lspFreq_sma[0]_quartile2,0.19223265
358,lspFreq_sma[4]_iqr2-3,0.08005297
762,lspFreq_sma_de[0]_maxPos,236.0
85,mfcc_sma[3]_stddev,9.449489
809,lspFreq_sma_de[2]_kurtosis,7.360225
6,pcm_intensity_sma_linregc2,9.116093e-10
325,lspFreq_sma[3]_maxPos,10.0
322,lspFreq_sma[3]_max,1.4953929
94,mfcc_sma[4]_max,38.638123
301,lspFreq_sma[1]_iqr2-3,0.10196447
373,lspFreq_sma[5]_quartile1,1.9120564
50,mfcc_sma[1]_quartile1,-7.3989353
938,voiceProb_sma_de_linregerrA,0.02429063
282,lspFreq_sma[0]_iqr2-3,0.07247363
803,lspFreq_sma_de[2]_linregc1,1.6323913e-06
353,lspFreq_sma[4]_kurtosis,2.193436
369,lspFreq_sma[5]_linregerrQ,0.012121477
287,lspFreq_sma[1]_maxPos,798.0
924,pcm_zcr_sma_de_quartile1,-0.0025385316
914,pcm_zcr_sma_de_maxPos,238.0
449,voiceProb_sma_quartile1,0.33039695
74,mfcc_sma[2]_iqr1-3,13.896157
66,mfcc_sma[2]_stddev,10.117248
320,lspFreq_sma[2]_iqr2-3,0.04718983
306,lspFreq_sma[2]_maxPos,315.0
386,lspFreq_sma[6]_linregc2,2.3903036
804,lspFreq_sma_de[2]_linregc2,-0.0008453979
29,pcm_loudness_sma_skewness,1.7509938
37,mfcc_sma[1]_max,18.29985
25,pcm_loudness_sma_linregc2,0.07077347
766,lspFreq_sma_de[0]_linregc2,0.00028430703
55,mfcc_sma[1]_iqr1-3,11.077056
941,voiceProb_sma_de_skewness,0.18788469
377,lspFreq_sma[5]_iqr2-3,0.08007598
943,voiceProb_sma_de_quartile1,-0.018743685
32,pcm_loudness_sma_quartile2,0.052788645
433,pcm_zcr_sma_iqr1-2,0.0072529484
292,lspFreq_sma[1]_linregerrA,0.13636103
311,lspFreq_sma[2]_linregerrA,0.09304347
341,lspFreq_sma[4]_max,1.8721428
93,mfcc_sma[3]_iqr1-3,9.596088
347,lspFreq_sma[4]_linregc1,-0.00011970871
328,lspFreq_sma[3]_linregc1,-0.00012047413
912,pcm_zcr_sma_de_min,-0.056875188
918,pcm_zcr_sma_de_linregc2,-0.0001213497
65,mfcc_sma[2]_linregerrQ,102.23635
436,voiceProb_sma_max,0.8225696
933,voiceProb_sma_de_maxPos,784.0
923,pcm_zcr_sma_de_kurtosis,13.268764
761,lspFreq_sma_de[0]_range,0.23595333
940,voiceProb_sma_de_stddev,0.032940812
539,mfcc_sma_de[1]_linregerrA,1.5343221
390,lspFreq_sma[6]_skewness,-0.69980806
339,lspFreq_sma[3]_iqr2-3,0.10135162
765,lspFreq_sma_de[0]_linregc1,-4.923555e-07
305,lspFreq_sma[2]_range,0.6933931
354,lspFreq_sma[4]_quartile1,1.4338849
82,mfcc_sma[3]_linregc2,7.7372713
542,mfcc_sma_de[1]_skewness,0.58659464
18,pcm_loudness_sma_max,0.28394964
